year,year_start,icd_chapter,fce,admissions,emergency,waiting_list,planned,male,female,emergency_ratio
1998-99,1998,Ch.XXI  Health status factors,1062030.0,1014725.0,53081.0,336971.0,0.0,478115.0,0.0,0.0523
1999-00,1999,Ch.I  Infectious & parasitic,143302.0,129023.0,103786.0,17564.0,0.0,74468.0,0.0,0.8044
1999-00,1999,Ch.II  Neoplasms,1512064.0,1417290.0,205398.0,706493.0,0.0,723361.0,0.0,0.1449
1999-00,1999,Ch.IV  Endocrine & metabolic,146992.0,128947.0,56738.0,52644.0,0.0,71090.0,0.0,0.44
1999-00,1999,Ch.IX  Circulatory system,1057499.0,846729.0,507002.0,269601.0,0.0,583580.0,0.0,0.5988
1999-00,1999,Ch.V  Mental & behavioural,230778.0,209317.0,136155.0,26743.0,0.0,116051.0,0.0,0.6505
1999-00,1999,Ch.VI  Nervous system,231055.0,203435.0,87517.0,87761.0,0.0,107606.0,0.0,0.4302
1999-00,1999,Ch.VII/VIII  Eye & Ear,456218.0,453268.0,34862.0,404156.0,0.0,196084.0,0.0,0.0769
1999-00,1999,Ch.X  Respiratory system,741876.0,628239.0,451928.0,152287.0,0.0,385429.0,0.0,0.7194
1999-00,1999,Ch.XI  Digestive system,1297477.0,1153002.0,345970.0,709094.0,0.0,646270.0,0.0,0.3001
1999-00,1999,Ch.XII  Skin,260372.0,244299.0,90386.0,140523.0,0.0,129443.0,0.0,0.37
1999-00,1999,Ch.XIII  Musculoskeletal,643361.0,618660.0,120466.0,443241.0,0.0,282776.0,0.0,0.1947
1999-00,1999,Ch.XIV  Genitourinary,801024.0,757506.0,174213.0,499820.0,0.0,293850.0,0.0,0.23
1999-00,1999,Ch.XIX  Injury & poisoning,12926161.0,11847188.0,4424351.0,4484148.0,0.0,5667384.0,0.0,0.3735
1999-00,1999,Ch.XV  Pregnancy & childbirth,1178797.0,1162464.0,141970.0,104085.0,0.0,0.0,0.0,0.1221
1999-00,1999,Ch.XVI  Perinatal,186866.0,164884.0,15460.0,2182.0,0.0,101683.0,0.0,0.0938
1999-00,1999,Ch.XVII  Congenital,99372.0,92857.0,9310.0,56588.0,0.0,57730.0,0.0,0.1003
1999-00,1999,Ch.XVIII  Symptoms & signs,1378392.0,1239630.0,714377.0,351317.0,0.0,621564.0,0.0,0.5763
1999-00,1999,Ch.XXI  Health status factors,1043531.0,1002337.0,53659.0,310152.0,0.0,467154.0,0.0,0.0535
2000-01,2000,Ch.I  Infectious & parasitic,153273.0,136170.0,111934.0,15702.0,0.0,79484.0,0.0,0.822
2000-01,2000,Ch.II  Neoplasms,1521990.0,1416548.0,201841.0,684393.0,0.0,735201.0,0.0,0.1425
2000-01,2000,Ch.IV  Endocrine & metabolic,148785.0,128149.0,56777.0,49882.0,0.0,71492.0,0.0,0.4431
2000-01,2000,Ch.IX  Circulatory system,1071995.0,837594.0,496819.0,264759.0,0.0,592714.0,0.0,0.5932
2000-01,2000,Ch.V  Mental & behavioural,220743.0,198288.0,130008.0,25140.0,0.0,109383.0,0.0,0.6557
2000-01,2000,Ch.VI  Nervous system,235456.0,204462.0,87350.0,87266.0,0.0,109192.0,0.0,0.4272
2000-01,2000,Ch.VII/VIII  Eye & Ear,479625.0,475539.0,34983.0,416757.0,0.0,204032.0,0.0,0.0736
2000-01,2000,Ch.X  Respiratory system,705899.0,585199.0,423152.0,138600.0,0.0,370188.0,0.0,0.7231
2000-01,2000,Ch.XI  Digestive system,1302382.0,1144411.0,349871.0,648392.0,0.0,647052.0,0.0,0.3057
2000-01,2000,Ch.XII  Skin,271526.0,250699.0,95461.0,136678.0,0.0,136413.0,0.0,0.3808
2000-01,2000,Ch.XIII  Musculoskeletal,657962.0,628406.0,123770.0,438038.0,0.0,287579.0,0.0,0.197
2000-01,2000,Ch.XIV  Genitourinary,793740.0,742879.0,176670.0,479213.0,0.0,291754.0,0.0,0.2378
2000-01,2000,Ch.XIX  Injury & poisoning,12998030.0,11782191.0,4417116.0,4319385.0,0.0,5708645.0,0.0,0.3749
2000-01,2000,Ch.XV  Pregnancy & childbirth,1153494.0,1134453.0,131980.0,99571.0,0.0,0.0,0.0,0.1163
2000-01,2000,Ch.XVI  Perinatal,178981.0,156484.0,16106.0,1774.0,0.0,98479.0,0.0,0.1029
2000-01,2000,Ch.XVII  Congenital,97394.0,90214.0,8750.0,53545.0,0.0,55851.0,0.0,0.097
2000-01,2000,Ch.XVIII  Symptoms & signs,1525551.0,1349333.0,799138.0,352570.0,0.0,686933.0,0.0,0.5922
2000-01,2000,Ch.XXI  Health status factors,1012516.0,971292.0,51946.0,283529.0,0.0,457672.0,0.0,0.0535
2001-02,2001,Ch.I  Infectious & parasitic,160773.0,140945.0,117597.0,14541.0,0.0,83533.0,0.0,0.8343
2001-02,2001,Ch.II  Neoplasms,1527973.0,1414282.0,205334.0,692054.0,0.0,741694.0,0.0,0.1452
2001-02,2001,Ch.IV  Endocrine & metabolic,152870.0,128966.0,59570.0,46463.0,0.0,73569.0,0.0,0.4619
2001-02,2001,Ch.IX  Circulatory system,1085883.0,829320.0,484012.0,262951.0,0.0,603045.0,0.0,0.5836
2001-02,2001,Ch.V  Mental & behavioural,221054.0,196105.0,126173.0,23154.0,0.0,110674.0,0.0,0.6434
2001-02,2001,Ch.VI  Nervous system,241553.0,207405.0,87985.0,87070.0,0.0,112887.0,0.0,0.4242
2001-02,2001,Ch.VII/VIII  Eye & Ear,482510.0,478466.0,34609.0,411649.0,0.0,205572.0,0.0,0.0723
2001-02,2001,Ch.X  Respiratory system,741832.0,599488.0,441208.0,132635.0,0.0,385449.0,0.0,0.736
2001-02,2001,Ch.XI  Digestive system,1298103.0,1127544.0,350247.0,614522.0,0.0,642779.0,0.0,0.3106
2001-02,2001,Ch.XII  Skin,272186.0,249493.0,96719.0,134423.0,0.0,137164.0,0.0,0.3877
2001-02,2001,Ch.XIII  Musculoskeletal,661850.0,630559.0,123379.0,432712.0,0.0,289156.0,0.0,0.1957
2001-02,2001,Ch.XIV  Genitourinary,777432.0,720965.0,177474.0,457975.0,0.0,293075.0,0.0,0.2462
2001-02,2001,Ch.XIX  Injury & poisoning,13108388.0,11769542.0,4460923.0,4196219.0,0.0,5795582.0,0.0,0.379
2001-02,2001,Ch.XV  Pregnancy & childbirth,1168689.0,1147695.0,130877.0,96923.0,0.0,36.0,0.0,0.114
2001-02,2001,Ch.XVI  Perinatal,175835.0,151234.0,16064.0,1735.0,0.0,97148.0,0.0,0.1062
2001-02,2001,Ch.XVII  Congenital,97524.0,90617.0,9093.0,52893.0,0.0,56095.0,0.0,0.1003
2001-02,2001,Ch.XVIII  Symptoms & signs,1530162.0,1338409.0,816150.0,336427.0,0.0,706889.0,0.0,0.6098
2001-02,2001,Ch.XXI  Health status factors,1010103.0,970563.0,49822.0,255926.0,0.0,457967.0,0.0,0.0513
2002-03,2002,Ch.I  Infectious & parasitic,160639.0,138008.0,114476.0,14486.0,0.0,83305.0,0.0,0.8295
2002-03,2002,Ch.II  Neoplasms,1566868.0,1446666.0,208606.0,729354.0,0.0,764305.0,0.0,0.1442
2002-03,2002,Ch.IV  Endocrine & metabolic,160373.0,133683.0,63007.0,45687.0,0.0,77746.0,0.0,0.4713
2002-03,2002,Ch.IX  Circulatory system,1148721.0,860850.0,491366.0,277158.0,0.0,636524.0,0.0,0.5708
2002-03,2002,Ch.V  Mental & behavioural,225173.0,200978.0,127285.0,23606.0,0.0,114879.0,0.0,0.6333
2002-03,2002,Ch.VI  Nervous system,251709.0,216451.0,89440.0,91192.0,0.0,116366.0,0.0,0.4132
2002-03,2002,Ch.VII/VIII  Eye & Ear,504285.0,500156.0,34007.0,425993.0,0.0,214338.0,0.0,0.068
2002-03,2002,Ch.X  Respiratory system,768141.0,609120.0,440652.0,142120.0,0.0,397699.0,0.0,0.7234
2002-03,2002,Ch.XI  Digestive system,1345261.0,1167023.0,367031.0,626460.0,0.0,668136.0,0.0,0.3145
2002-03,2002,Ch.XII  Skin,285366.0,260131.0,101808.0,139095.0,0.0,144101.0,0.0,0.3914
2002-03,2002,Ch.XIII  Musculoskeletal,721624.0,687845.0,131027.0,471115.0,0.0,314346.0,0.0,0.1905
2002-03,2002,Ch.XIV  Genitourinary,807239.0,745010.0,184916.0,464624.0,0.0,307700.0,0.0,0.2482
2002-03,2002,Ch.XIX  Injury & poisoning,13532545.0,12103151.0,4526597.0,4334544.0,0.0,5977783.0,0.0,0.374
2002-03,2002,Ch.XV  Pregnancy & childbirth,1205154.0,1183348.0,133299.0,94506.0,0.0,40.0,0.0,0.1126
2002-03,2002,Ch.XVI  Perinatal,174126.0,150690.0,17342.0,1856.0,0.0,96508.0,0.0,0.1151
2002-03,2002,Ch.XVII  Congenital,102239.0,94766.0,9168.0,55028.0,0.0,59335.0,0.0,0.0967
2002-03,2002,Ch.XVIII  Symptoms & signs,1516321.0,1323514.0,817052.0,322528.0,0.0,703370.0,0.0,0.6173
2002-03,2002,Ch.XXI  Health status factors,1037783.0,1006770.0,49881.0,261701.0,0.0,468654.0,0.0,0.0495
2003-04,2003,Ch.I  Infectious & parasitic,161366.0,136555.0,112728.0,13792.0,0.0,83226.0,0.0,0.8255
2003-04,2003,Ch.II  Neoplasms,1587035.0,1458832.0,207252.0,701890.0,0.0,770792.0,0.0,0.1421
2003-04,2003,Ch.IV  Endocrine & metabolic,170310.0,140726.0,66276.0,47542.0,0.0,82458.0,0.0,0.471
2003-04,2003,Ch.IX  Circulatory system,1169265.0,862860.0,486389.0,278214.0,0.0,649324.0,0.0,0.5637
2003-04,2003,Ch.V  Mental & behavioural,216996.0,190546.0,125131.0,19208.0,0.0,112207.0,0.0,0.6567
2003-04,2003,Ch.VI  Nervous system,263191.0,225632.0,92319.0,95401.0,0.0,121112.0,0.0,0.4092
2003-04,2003,Ch.VII/VIII  Eye & Ear,530032.0,525673.0,36394.0,442699.0,0.0,225434.0,0.0,0.0692
2003-04,2003,Ch.X  Respiratory system,841102.0,649557.0,485552.0,137317.0,0.0,429805.0,0.0,0.7475
2003-04,2003,Ch.XI  Digestive system,1354340.0,1167859.0,376212.0,615872.0,0.0,671910.0,0.0,0.3221
2003-04,2003,Ch.XII  Skin,293527.0,263886.0,109247.0,136400.0,0.0,148845.0,0.0,0.414
2003-04,2003,Ch.XIII  Musculoskeletal,766902.0,730780.0,138786.0,493813.0,0.0,331853.0,0.0,0.1899
2003-04,2003,Ch.XIV  Genitourinary,821441.0,748159.0,198160.0,447722.0,0.0,319716.0,0.0,0.2649
2003-04,2003,Ch.XIX  Injury & poisoning,13990923.0,12420166.0,4760220.0,4303954.0,0.0,6187918.0,0.0,0.3833
2003-04,2003,Ch.XV  Pregnancy & childbirth,1225466.0,1202998.0,130787.0,90020.0,0.0,0.0,0.0,0.1087
2003-04,2003,Ch.XVI  Perinatal,179768.0,153655.0,18094.0,1792.0,0.0,99076.0,0.0,0.1178
2003-04,2003,Ch.XVII  Congenital,104343.0,95979.0,9199.0,55972.0,0.0,60315.0,0.0,0.0958
2003-04,2003,Ch.XVIII  Symptoms & signs,1632931.0,1415296.0,916072.0,326755.0,0.0,758699.0,0.0,0.6473
2003-04,2003,Ch.XXI  Health status factors,1040022.0,1009167.0,48650.0,245997.0,0.0,467142.0,0.0,0.0482
2004-05,2004,Ch.I  Infectious & parasitic,175760.0,145232.0,121102.0,13684.0,0.0,90171.0,0.0,0.8339
2004-05,2004,Ch.II  Neoplasms,1631539.0,1493611.0,213399.0,678077.0,0.0,793716.0,0.0,0.1429
2004-05,2004,Ch.IV  Endocrine & metabolic,184332.0,151876.0,70854.0,48345.0,0.0,91062.0,0.0,0.4665
2004-05,2004,Ch.IX  Circulatory system,1194900.0,872366.0,486284.0,281838.0,0.0,665671.0,0.0,0.5574
2004-05,2004,Ch.V  Mental & behavioural,224585.0,192870.0,129584.0,16739.0,0.0,117885.0,0.0,0.6719
2004-05,2004,Ch.VI  Nervous system,275250.0,235352.0,96953.0,98854.0,0.0,126357.0,0.0,0.4119
2004-05,2004,Ch.VII/VIII  Eye & Ear,536201.0,531467.0,38946.0,440451.0,0.0,230349.0,0.0,0.0733
2004-05,2004,Ch.X  Respiratory system,877451.0,668005.0,505423.0,136023.0,0.0,449517.0,0.0,0.7566
2004-05,2004,Ch.XI  Digestive system,1415945.0,1210193.0,409161.0,620325.0,0.0,697825.0,0.0,0.3381
2004-05,2004,Ch.XII  Skin,295975.0,264258.0,114340.0,134100.0,0.0,149964.0,0.0,0.4327
2004-05,2004,Ch.XIII  Musculoskeletal,812761.0,771601.0,157058.0,506727.0,0.0,350397.0,0.0,0.2035
2004-05,2004,Ch.XIV  Genitourinary,847055.0,762064.0,219388.0,441595.0,0.0,330874.0,0.0,0.2879
2004-05,2004,Ch.XIX  Injury & poisoning,14584484.0,12872299.0,5071394.0,4267659.0,0.0,6439971.0,0.0,0.394
2004-05,2004,Ch.XV  Pregnancy & childbirth,1277954.0,1251641.0,139557.0,86992.0,0.0,0.0,0.0,0.1115
2004-05,2004,Ch.XVI  Perinatal,184637.0,157110.0,20558.0,1819.0,0.0,101797.0,0.0,0.1309
2004-05,2004,Ch.XVII  Congenital,105530.0,96983.0,9458.0,55335.0,0.0,60469.0,0.0,0.0975
2004-05,2004,Ch.XVIII  Symptoms & signs,1732318.0,1500645.0,1007296.0,317672.0,0.0,802876.0,0.0,0.6712
2004-05,2004,Ch.XXI  Health status factors,1056853.0,1026439.0,46605.0,229003.0,0.0,468009.0,0.0,0.0454
2005-06,2005,Ch.I  Infectious & parasitic,188502.0,151753.0,127766.0,13475.0,0.0,96682.0,0.0,0.8419
2005-06,2005,Ch.II  Neoplasms,1743262.0,1595274.0,218843.0,713784.0,0.0,851543.0,0.0,0.1372
2005-06,2005,Ch.IV  Endocrine & metabolic,204441.0,167918.0,77422.0,54333.0,0.0,101889.0,0.0,0.4611
2005-06,2005,Ch.IX  Circulatory system,1244004.0,897741.0,488990.0,295762.0,0.0,694974.0,0.0,0.5447
2005-06,2005,Ch.V  Mental & behavioural,218924.0,187094.0,128207.0,16502.0,0.0,116001.0,0.0,0.6853
2005-06,2005,Ch.VI  Nervous system,294623.0,249496.0,103908.0,105086.0,0.0,136046.0,0.0,0.4165
2005-06,2005,Ch.VII/VIII  Eye & Ear,536380.0,531207.0,41583.0,434805.0,0.0,234612.0,0.0,0.0783
2005-06,2005,Ch.X  Respiratory system,922925.0,694219.0,527758.0,137866.0,0.0,473004.0,0.0,0.7602
2005-06,2005,Ch.XI  Digestive system,1534117.0,1306105.0,431832.0,676356.0,0.0,755566.0,0.0,0.3306
2005-06,2005,Ch.XII  Skin,308949.0,273371.0,119591.0,134378.0,0.0,157267.0,0.0,0.4375
2005-06,2005,Ch.XIII  Musculoskeletal,881170.0,834416.0,176549.0,546232.0,0.0,375796.0,0.0,0.2116
2005-06,2005,Ch.XIV  Genitourinary,914573.0,814507.0,239483.0,463978.0,0.0,356595.0,0.0,0.294
2005-06,2005,Ch.XIX  Injury & poisoning,15384523.0,13514932.0,5358850.0,4454311.0,0.0,6798724.0,0.0,0.3965
2005-06,2005,Ch.XV  Pregnancy & childbirth,1338513.0,1308697.0,147638.0,96623.0,0.0,0.0,0.0,0.1128
2005-06,2005,Ch.XVI  Perinatal,196985.0,166620.0,22922.0,2138.0,0.0,108498.0,0.0,0.1376
2005-06,2005,Ch.XVII  Congenital,111100.0,101893.0,10014.0,58181.0,0.0,63623.0,0.0,0.0983
2005-06,2005,Ch.XVIII  Symptoms & signs,1743361.0,1505981.0,1042597.0,299196.0,0.0,815952.0,0.0,0.6923
2005-06,2005,Ch.XXI  Health status factors,1080660.0,1056032.0,54155.0,233106.0,0.0,469252.0,0.0,0.0513
2006-07,2006,Ch.I  Infectious & parasitic,204980.0,162211.0,136370.0,14588.0,0.0,105556.0,0.0,0.8407
2006-07,2006,Ch.II  Neoplasms,1796077.0,1645679.0,216592.0,739570.0,0.0,870665.0,0.0,0.1316
2006-07,2006,Ch.IV  Endocrine & metabolic,213088.0,174265.0,80305.0,54929.0,0.0,106702.0,0.0,0.4608
2006-07,2006,Ch.IX  Circulatory system,1255590.0,901923.0,477080.0,307732.0,0.0,705822.0,0.0,0.529
2006-07,2006,Ch.V  Mental & behavioural,211408.0,177991.0,123334.0,14847.0,0.0,114702.0,0.0,0.6929
2006-07,2006,Ch.VI  Nervous system,304665.0,258141.0,105566.0,107648.0,0.0,141949.0,0.0,0.4089
2006-07,2006,Ch.VII/VIII  Eye & Ear,538369.0,533116.0,39029.0,435885.0,0.0,236315.0,0.0,0.0732
2006-07,2006,Ch.X  Respiratory system,936817.0,693255.0,529614.0,135197.0,0.0,478460.0,0.0,0.764
2006-07,2006,Ch.XI  Digestive system,1617166.0,1382085.0,438458.0,760177.0,0.0,794543.0,0.0,0.3172
2006-07,2006,Ch.XII  Skin,306019.0,268966.0,121003.0,127921.0,0.0,155927.0,0.0,0.4499
2006-07,2006,Ch.XIII  Musculoskeletal,931433.0,883272.0,182667.0,569847.0,0.0,396512.0,0.0,0.2068
2006-07,2006,Ch.XIV  Genitourinary,930866.0,820662.0,249821.0,463877.0,0.0,369424.0,0.0,0.3044
2006-07,2006,Ch.XIX  Injury & poisoning,15780789.0,13839153.0,5420193.0,4642286.0,0.0,7000020.0,0.0,0.3917
2006-07,2006,Ch.XV  Pregnancy & childbirth,1360949.0,1329122.0,146673.0,95193.0,0.0,0.0,0.0,0.1104
2006-07,2006,Ch.XVI  Perinatal,211323.0,178606.0,26380.0,2357.0,0.0,115680.0,0.0,0.1477
2006-07,2006,Ch.XVII  Congenital,112689.0,102593.0,10471.0,57112.0,0.0,64159.0,0.0,0.1021
2006-07,2006,Ch.XVIII  Symptoms & signs,1750817.0,1518473.0,1038227.0,336724.0,0.0,827034.0,0.0,0.6837
2006-07,2006,Ch.XXI  Health status factors,1106117.0,1083033.0,58251.0,235488.0,0.0,483388.0,0.0,0.0538
2007-08,2007,Ch.I  Infectious & parasitic,211079.0,166373.0,139958.0,14436.0,0.0,108358.0,0.0,0.8412
2007-08,2007,Ch.II  Neoplasms,1838997.0,1687765.0,213684.0,752924.0,0.0,886356.0,0.0,0.1266
2007-08,2007,Ch.IV  Endocrine & metabolic,226087.0,185708.0,83510.0,57620.0,0.0,112476.0,0.0,0.4497
2007-08,2007,Ch.IX  Circulatory system,1274674.0,906738.0,473512.0,326631.0,0.0,715200.0,0.0,0.5222
2007-08,2007,Ch.V  Mental & behavioural,205869.0,169303.0,119972.0,13494.0,0.0,111398.0,0.0,0.7086
2007-08,2007,Ch.VI  Nervous system,318604.0,270959.0,107098.0,117943.0,0.0,149699.0,0.0,0.3953
2007-08,2007,Ch.VII/VIII  Eye & Ear,594188.0,588485.0,39272.0,476087.0,0.0,262401.0,0.0,0.0667
2007-08,2007,Ch.X  Respiratory system,955526.0,701627.0,531611.0,139620.0,0.0,490974.0,0.0,0.7577
2007-08,2007,Ch.XI  Digestive system,1724700.0,1484577.0,449615.0,849880.0,0.0,848885.0,0.0,0.3029
2007-08,2007,Ch.XII  Skin,311012.0,272917.0,121579.0,131222.0,0.0,159227.0,0.0,0.4455
2007-08,2007,Ch.XIII  Musculoskeletal,1020710.0,970560.0,184325.0,639677.0,0.0,437121.0,0.0,0.1899
2007-08,2007,Ch.XIV  Genitourinary,947934.0,830795.0,256127.0,487268.0,0.0,374714.0,0.0,0.3083
2007-08,2007,Ch.XIX  Injury & poisoning,16389781.0,14369128.0,5487900.0,4965926.0,0.0,7248987.0,0.0,0.3819
2007-08,2007,Ch.XV  Pregnancy & childbirth,1425650.0,1391710.0,149944.0,98658.0,0.0,0.0,0.0,0.1077
2007-08,2007,Ch.XVI  Perinatal,220403.0,185732.0,29174.0,2104.0,0.0,120964.0,0.0,0.1571
2007-08,2007,Ch.XVII  Congenital,119768.0,109000.0,10326.0,60056.0,0.0,68347.0,0.0,0.0947
2007-08,2007,Ch.XVIII  Symptoms & signs,1801842.0,1561055.0,1053277.0,353392.0,0.0,853580.0,0.0,0.6747
2007-08,2007,Ch.XXI  Health status factors,1131300.0,1107224.0,55852.0,237618.0,0.0,494609.0,0.0,0.0504
2008-09,2008,Ch.I  Infectious & parasitic,219915.0,172683.0,145156.0,15402.0,0.0,113446.0,0.0,0.8406
2008-09,2008,Ch.II  Neoplasms,1920197.0,1759514.0,214746.0,750718.0,0.0,927924.0,0.0,0.122
2008-09,2008,Ch.IV  Endocrine & metabolic,248185.0,201988.0,90635.0,60522.0,0.0,123423.0,0.0,0.4487
2008-09,2008,Ch.IX  Circulatory system,1322295.0,926461.0,481816.0,338810.0,0.0,741384.0,0.0,0.5201
2008-09,2008,Ch.V  Mental & behavioural,204800.0,164982.0,120598.0,11573.0,0.0,111892.0,0.0,0.731
2008-09,2008,Ch.VI  Nervous system,88029.0,69159.0,25300.0,20417.0,0.0,40575.0,0.0,0.3658
2008-09,2008,Ch.VII/VIII  Eye & Ear,645351.0,638952.0,42547.0,531053.0,0.0,283986.0,0.0,0.0666
2008-09,2008,Ch.X  Respiratory system,1059723.0,757003.0,584412.0,137159.0,0.0,538632.0,0.0,0.772
2008-09,2008,Ch.XI  Digestive system,1848062.0,1589433.0,465380.0,946727.0,0.0,904694.0,0.0,0.2928
2008-09,2008,Ch.XII  Skin,331478.0,289435.0,126919.0,142262.0,0.0,169612.0,0.0,0.4385
2008-09,2008,Ch.XIII  Musculoskeletal,1133585.0,1077760.0,198522.0,706197.0,0.0,482409.0,0.0,0.1842
2008-09,2008,Ch.XIV  Genitourinary,1015711.0,880349.0,275720.0,499243.0,0.0,403129.0,0.0,0.3132
2008-09,2008,Ch.XIX  Injury & poisoning,17300717.0,15066952.0,5761364.0,5279989.0,0.0,7688275.0,0.0,0.3824
2008-09,2008,Ch.XV  Pregnancy & childbirth,1382982.0,1349505.0,149749.0,96410.0,0.0,28.0,0.0,0.111
2008-09,2008,Ch.XVI  Perinatal,238008.0,199543.0,34009.0,2181.0,0.0,130695.0,0.0,0.1704
2008-09,2008,Ch.XVII  Congenital,122326.0,110997.0,10419.0,58404.0,0.0,69633.0,0.0,0.0939
2008-09,2008,Ch.XVIII  Symptoms & signs,1969049.0,1698401.0,1142162.0,399122.0,0.0,930404.0,0.0,0.6725
2008-09,2008,Ch.XXI  Health status factors,1154560.0,1126785.0,63432.0,232681.0,0.0,508448.0,0.0,0.0563
2009-10,2009,Ch.I  Infectious & parasitic,234245.0,183316.0,155959.0,15864.0,0.0,122092.0,0.0,0.8508
2009-10,2009,Ch.II  Neoplasms,1987382.0,1815136.0,219768.0,767199.0,0.0,960682.0,0.0,0.1211
2009-10,2009,Ch.IV  Endocrine & metabolic,269574.0,216831.0,95288.0,61633.0,0.0,132473.0,0.0,0.4395
2009-10,2009,Ch.IX  Circulatory system,1358247.0,934076.0,486550.0,341915.0,0.0,759672.0,0.0,0.5209
2009-10,2009,Ch.V  Mental & behavioural,223573.0,174272.0,129142.0,11988.0,0.0,121213.0,0.0,0.741
2009-10,2009,Ch.VI  Nervous system,374756.0,313001.0,122191.0,132885.0,0.0,173967.0,0.0,0.3904
2009-10,2009,Ch.VII/VIII  Eye & Ear,671696.0,663581.0,43172.0,560024.0,0.0,296703.0,0.0,0.0651
2009-10,2009,Ch.X  Respiratory system,1080270.0,754296.0,580584.0,138183.0,0.0,551965.0,0.0,0.7697
